,Channel,Text,Date,Compound,Positive,Neutral,Negative
421,NYtimes,"RT @nytgraphics: After Kennedy's exit, the Supreme Court's center is likely to shift right. https://t.co/OitsndfgFy https://t.co/S2nVlJ9nqo",Thu Jun 28 15:07:31 +0000 2018,0.5574,0.194,0.806,0.0
422,NYtimes,"Given a second Supreme Court vacancy to fill, President Trump appears likely to go down in American history as an u… https://t.co/6bfmHTtiEI",Thu Jun 28 15:00:21 +0000 2018,0.5574,0.153,0.847,0.0
423,NYtimes,Wendy Walsh was the only woman who spoke publicly about her sexual harassment allegations against Bill O'Reilly in… https://t.co/OMcu063Oh4,Thu Jun 28 14:54:00 +0000 2018,-0.5423,0.0,0.837,0.163
424,NYtimes,"""We had people running this like a 1998 City Council race and not a 2018 congressional primary,"" said one person in… https://t.co/8DrylxtsZL",Thu Jun 28 14:50:07 +0000 2018,0.4357,0.131,0.869,0.0
425,NYtimes,"In Opinion

Op-Ed contributor @emilybazelon writes, ""If ever there were a time for more people to reckon with what… https://t.co/JcZ0WsA1m6",Thu Jun 28 14:40:05 +0000 2018,0.0,0.0,1.0,0.0
426,NYtimes,"""Your lenient sentence amounts to a slap on the wrist for a serial rapist whose violent and sadistic sex crimes wil… https://t.co/CSDeridoQY",Thu Jun 28 14:30:08 +0000 2018,-0.7783,0.174,0.521,0.306
427,NYtimes,"Suzette Wright, a Ford factory worker in the 1990s, who told The Times about the culture of harassment there.

“I k… https://t.co/Hrv592mELh",Thu Jun 28 14:26:11 +0000 2018,-0.5423,0.0,0.851,0.149
428,NYtimes,Here’s a list of potential nominees for the Supreme Court https://t.co/peIklM0Y8Y,Thu Jun 28 14:15:08 +0000 2018,0.5574,0.286,0.714,0.0
429,NYtimes,"""There was nobody who could shut her up,"" Alexandria Ocasio-Cortez's mother said. ""I saw the political tendencies s… https://t.co/CInqv6zLaG",Thu Jun 28 14:00:19 +0000 2018,0.0,0.0,1.0,0.0
430,NYtimes,It's win-and-you're-in for Senegal and Colombia today. Follow here for live updates: https://t.co/L4dGBR1uGP,Thu Jun 28 13:55:02 +0000 2018,0.0,0.0,1.0,0.0
431,NYtimes,"The men were shunned, fired and swept aside. But what happened to their accusers? 20 people reveal what came after… https://t.co/L3GkDJwnGL",Thu Jun 28 13:45:09 +0000 2018,-0.3182,0.0,0.897,0.103
432,NYtimes,"For Republicans, the timing of Justice Kennedy's retirement couldn't be better: A conservative nominee could energi… https://t.co/qdx3FFDwXe",Thu Jun 28 13:31:07 +0000 2018,0.2486,0.172,0.707,0.121
433,NYtimes,Facebook said it would halt its internet drone project. A plant in western England where the planes were being manu… https://t.co/DU3v4agdhM,Thu Jun 28 13:20:10 +0000 2018,0.0,0.0,1.0,0.0
434,NYtimes,Soccer is full of African players at the highest level. But there are just 2 African coaches at the World Cup: Sene… https://t.co/BHQT5nmyKQ,Thu Jun 28 13:10:03 +0000 2018,0.0,0.0,1.0,0.0
435,NYtimes,"Ashley Judd was the first actress to go on the record about Harvey Weinstein.

""I trusted that things would fall in… https://t.co/E2bBRI4UUb",Thu Jun 28 13:02:00 +0000 2018,0.4767,0.129,0.871,0.0
436,NYtimes,Morning Briefing: Here's what you need to know to start your day https://t.co/ZaAKBWMWfG https://t.co/kVzZTLLGTa,Thu Jun 28 13:00:15 +0000 2018,0.0,0.0,1.0,0.0
437,NYtimes,Officials are considering drilling through the mountaintop to reach the boys and their coach who have been trapped… https://t.co/TV6om0EKbA,Thu Jun 28 13:00:07 +0000 2018,0.0258,0.058,0.942,0.0
438,NYtimes,"Breaking News: President Trump will hold one-on-one talks with President Vladimir Putin in Helsinki on July 16, the… https://t.co/2seUKRiXWS",Thu Jun 28 12:40:52 +0000 2018,0.0,0.0,1.0,0.0
439,NYtimes,"Chobani, the Greek yogurt maker with progressive workplace policies and a large refugee workforce, has a major new… https://t.co/bCKLCCa1X1",Thu Jun 28 12:30:08 +0000 2018,0.0,0.0,1.0,0.0
440,NYtimes,White supremacist groups are increasingly using propaganda like fliers and posters to spread bigoted messages on co… https://t.co/ZP9NOxhMif,Thu Jun 28 12:15:07 +0000 2018,0.25,0.19,0.714,0.095
441,NYtimes,"Your daily @DealBook Briefing:

• Corporate America is getting the Supreme Court it wants. 

• How Trump is trying… https://t.co/FxCC8LNAx5",Thu Jun 28 12:10:04 +0000 2018,0.5574,0.175,0.825,0.0
442,NYtimes,Video: Anthony Kennedy's legacy https://t.co/aNa4yGsTIG,Thu Jun 28 12:08:04 +0000 2018,0.0,0.0,1.0,0.0
443,NYtimes,They said #MeToo. Now they're telling us what happened next. https://t.co/D8p5Jl6G2k,Thu Jun 28 11:44:05 +0000 2018,0.0,0.0,1.0,0.0
444,NYtimes,"""I'm very honored that he chose to do it during my term in office because he felt confident for me to make the righ… https://t.co/Cw9j1e7JgL",Thu Jun 28 11:31:09 +0000 2018,0.807,0.241,0.759,0.0
445,NYtimes,18 women and 2 men told us what they experienced after they shared their harrowing stories. Here’s how saying… https://t.co/HwjAeUaLL1,Thu Jun 28 11:23:40 +0000 2018,0.34,0.118,0.882,0.0
446,NYtimes,"A video shows Elaine Chao defending Mitch McConnell, her husband, as students confront them on Georgetown Universit… https://t.co/C8o9nxWl3Z",Thu Jun 28 11:21:04 +0000 2018,-0.1779,0.0,0.904,0.096
447,NYtimes,Justice Anthony Kennedy has often been considered the Supreme Court's ideological center. His retirement could fund… https://t.co/tEvfHFKo4z,Thu Jun 28 11:11:06 +0000 2018,0.7906,0.318,0.682,0.0
448,NYtimes,A Kansas City immigration lawyer said she broke her foot after being pushed to the ground by an ICE officer. She wa… https://t.co/y4VEQzwkHi,Thu Jun 28 11:00:03 +0000 2018,-0.4215,0.0,0.882,0.118
449,NYtimes,"""I must take responsibility for this,"" said Joachim Löw, the German coach, after his team crashed out of the World… https://t.co/1SRINc9x29",Thu Jun 28 10:49:03 +0000 2018,0.0,0.0,1.0,0.0
450,NYtimes,"Fans heaved the South Korean consul general onto their shoulders and danced him through the streets. ""Coreano, herm… https://t.co/WGtqPYDiOK",Thu Jun 28 10:40:05 +0000 2018,0.0,0.0,1.0,0.0
451,NYtimes,Australia approved sweeping national security legislation that bans foreign interference in politics https://t.co/t2j4d0Mvhe,Thu Jun 28 10:30:06 +0000 2018,0.6369,0.321,0.679,0.0
452,NYtimes,The Netherlands is the latest European nation to pass a law that directly affects the lives of Muslim women https://t.co/PiiGu2r5Gl,Thu Jun 28 10:14:06 +0000 2018,0.0,0.0,1.0,0.0
453,NYtimes,Morning Briefing: Here's what you need to know to start your day https://t.co/8Wv8yNBKcJ https://t.co/z5FajAaMrR,Thu Jun 28 10:00:07 +0000 2018,0.0,0.0,1.0,0.0
454,NYtimes,"We know what became of the accused men, the alleged perpetrators. But as the #MeToo movement grew, what happened to… https://t.co/jQaLI7UXAt",Thu Jun 28 09:44:04 +0000 2018,-0.2732,0.0,0.86,0.14
455,NYtimes,Justice Kennedy joined both the conservative and liberal blocs of justices to provide a decisive vote in several la… https://t.co/cWvw3mqzRh,Thu Jun 28 09:30:08 +0000 2018,0.6486,0.238,0.762,0.0
456,NYtimes,It is the paradox of Europe's migration crisis: The actual number of arriving migrants is back to its pre-2015 leve… https://t.co/wxJwXc4894,Thu Jun 28 09:14:05 +0000 2018,-0.6369,0.052,0.726,0.222
457,NYtimes,A photo showed a security guard standing several feet behind civilians who were apparently trying to seize a man su… https://t.co/S628l58jPu,Thu Jun 28 09:00:06 +0000 2018,0.34,0.124,0.876,0.0
458,NYtimes,"Now China has control of territory just a few hundred miles off the shores of its rival, India, and a strategic foo… https://t.co/LfWiF1imkO",Thu Jun 28 08:52:40 +0000 2018,0.0,0.0,1.0,0.0
459,NYtimes,The case is one of the most vivid examples of China’s ambitious use of loans and aid to gain influence around the w… https://t.co/m4tE4cY0tK,Thu Jun 28 08:51:51 +0000 2018,0.7579,0.228,0.772,0.0
460,NYtimes,"Now, a months-long Times investigation shows how China and the companies under its control ensured their interests… https://t.co/SdhiZg0l8P",Thu Jun 28 08:50:55 +0000 2018,0.0,0.0,1.0,0.0
461,NYtimes,"Sri Lanka had struggled to pay its debt to Chinese firms. So in December, it handed over a strategic port and 15,00… https://t.co/QkijOn6akx",Thu Jun 28 08:44:03 +0000 2018,-0.6486,0.0,0.751,0.249
462,NYtimes,"RT @nytimesworld: In 2017, more than 10,000 children were either killed or maimed worldwide, a new U.N. report on children and armed confli…",Thu Jun 28 08:31:08 +0000 2018,-0.6705,0.0,0.824,0.176
463,NYtimes,Joe Jackson molded his sons into the immensely popular Jackson 5 and helped launch his son Michael and his daughter… https://t.co/pxODRcgKSf,Thu Jun 28 08:15:08 +0000 2018,0.4215,0.128,0.872,0.0
464,NYtimes,"In February, Poland made it illegal to accuse the Polish nation of complicity in the Holocaust. On Wednesday, the n… https://t.co/fENYYcFXfm",Thu Jun 28 08:02:03 +0000 2018,-0.6597,0.0,0.779,0.221
465,NYtimes,Runaway inflation has thrown Venezuela into chaos and made food and medicine desperately scarce… https://t.co/IrC5zzIVYZ,Thu Jun 28 07:47:25 +0000 2018,-0.743,0.0,0.674,0.326
466,NYtimes,The president of South Sudan and his former vice president have signed a peace deal. Many worry that a lasting reso… https://t.co/SfCGQ40yKG,Thu Jun 28 07:32:01 +0000 2018,0.1531,0.143,0.738,0.119
467,NYtimes,It was supposed to be a debate on assigning blame for chemical weapons attacks. Russia turned it into a discussion… https://t.co/NrzUoMQhlg,Thu Jun 28 07:17:02 +0000 2018,-0.802,0.0,0.661,0.339
468,NYtimes,"Japan's Hayabusa2 spacecraft has arrived at the Ryugu asteroid, sending back views of its dimpled and rock-strewn s… https://t.co/iNlfXSkzXp",Thu Jun 28 07:02:01 +0000 2018,0.0,0.0,1.0,0.0
469,NYtimes,Scientists have captured the clearest and most detailed image yet of Zika. The work could contribute to the develop… https://t.co/yO6d6wYVSb,Thu Jun 28 06:47:53 +0000 2018,0.0,0.0,1.0,0.0
470,NYtimes,A guide to some of the biggest blockchain projects outside of Bitcoin https://t.co/5Z19OyPcdR,Thu Jun 28 06:31:18 +0000 2018,0.0,0.0,1.0,0.0
471,NYtimes,"Lindsay Lohan is turning 32 in July. For the first time in her life, she says she feels safe. https://t.co/O32euKaKTp",Thu Jun 28 06:14:25 +0000 2018,0.4404,0.132,0.868,0.0
472,NYtimes,"Sleep apnea can be downright deadly, and not just for those who have it. https://t.co/yauJWKLwKB",Thu Jun 28 05:58:11 +0000 2018,0.0,0.0,1.0,0.0
473,NYtimes,"RT @nytopinion: For those who face the future in fear after today, there is one clear duty: Show up and vote, in November and always. https…",Thu Jun 28 05:42:05 +0000 2018,-0.1531,0.087,0.805,0.107
474,NYtimes,Take a closer look at the kick that sealed Brazil’s place in the round of 16 at the World Cup https://t.co/2Gf35OKckQ,Thu Jun 28 05:22:05 +0000 2018,0.0,0.0,1.0,0.0
475,NYtimes,California banning soda taxes? A new strategy by the soda industry is stunning some lawmakers. https://t.co/XgUSqK4rd7,Thu Jun 28 05:02:04 +0000 2018,0.3818,0.157,0.843,0.0
476,NYtimes,"RT @nytpolitics: News Analysis: No matter what else happens in his presidency, @charlie_savage writes, the retirement of Justice Anthony Ke…",Thu Jun 28 04:41:03 +0000 2018,0.3182,0.19,0.717,0.093
477,NYtimes,"As Cameroon English Speakers Fight to Break Away, Violence Mounts https://t.co/1RSH0xP9EG",Thu Jun 28 04:32:17 +0000 2018,-0.7717,0.0,0.573,0.427
478,NYtimes,"The Dutch parliament’s Upper House has approved a partial ban on face coverings in some public areas, a spokesman s… https://t.co/IjQTldLh6O",Thu Jun 28 04:22:01 +0000 2018,-0.2023,0.12,0.726,0.154
479,NYtimes,"Review: The documentary ""Three Identical Strangers” is an engrossing and sometimes enraging documentary about reuni… https://t.co/X8oZHYvfam",Thu Jun 28 04:06:05 +0000 2018,-0.5859,0.0,0.798,0.202
480,NYtimes,Hills Ablaze Above Manchester as U.K. Wildfire Rages for 4th Day https://t.co/6AiznhrDMB,Thu Jun 28 03:49:47 +0000 2018,-0.4767,0.0,0.78,0.22
481,NYtimes,"In Volgograd, It’s Stalin Who Lurks on the Sideline https://t.co/et2sDgL3uf",Thu Jun 28 03:47:20 +0000 2018,-0.2263,0.0,0.826,0.174
482,NYtimes,"“Kennedy was the firewall for abortion rights for as long as he was there,” a professor at the Florida State Univer… https://t.co/NrQ53EH25S",Thu Jun 28 03:47:04 +0000 2018,0.0,0.0,1.0,0.0
483,NYtimes,"NASA again delays launch of the Webb telescope, this time for 3 years and estimates it will cost $1 billion more to… https://t.co/3EGU7Xi4P3",Thu Jun 28 03:32:04 +0000 2018,0.0,0.0,1.0,0.0
484,NYtimes,"RT @NYTMetro: A new report on New York's subway delays: “Lower-income people tend to have longer commute times, and in turn have more oppor…",Thu Jun 28 03:17:06 +0000 2018,0.0,0.0,1.0,0.0
485,NYtimes,"A drop of good news about the world’s oceans: The Belize Barrier Reef, the largest coral reef system in the Norther… https://t.co/fMg9NG1B5D",Thu Jun 28 03:02:06 +0000 2018,0.0772,0.118,0.735,0.147
486,NYtimes,"RT @nytgraphics: With Justice Kennedy's retirement, the Supreme Court loses its swing vote.
https://t.co/LT6IfMh9PP",Thu Jun 28 02:47:01 +0000 2018,0.6908,0.345,0.542,0.113
487,NYtimes,"Cousins' DNA, uploaded to an ancestry site, leads to 3 more arrests https://t.co/qqJsQLhgrD",Thu Jun 28 02:32:07 +0000 2018,-0.4927,0.0,0.775,0.225
488,NYtimes,"News Analysis: Courts are by tradition named for the chief justice. But if influence were the deciding factor, it w… https://t.co/Ih5Z9Fjsuu",Thu Jun 28 02:17:05 +0000 2018,0.296,0.099,0.901,0.0
489,NYtimes,RT @TheSteinLine: The Mavericks are actively exploring trade scenarios with the Clippers and former flame DeAndre Jordan in hopes of tradin…,Thu Jun 28 02:10:25 +0000 2018,0.6249,0.212,0.788,0.0
490,NYtimes,"Only in America, getaway drivers and lookouts can face the same penalty for a death as the killer. California is ha… https://t.co/HZbnXVNxOu",Thu Jun 28 02:02:07 +0000 2018,-0.9042,0.0,0.616,0.384
491,NYtimes,RT @anahadoconnor: Many cities enacted soda taxes to reduce sugar intake and increase their revenues. But now the soda industry is fighting…,Thu Jun 28 01:47:06 +0000 2018,0.1655,0.073,0.927,0.0
492,NYtimes,A guide to some of the biggest blockchain projects outside of Bitcoin https://t.co/T6fXAQG8ML,Thu Jun 28 01:32:06 +0000 2018,0.0,0.0,1.0,0.0
493,NYtimes,"RT @NYTMetro: Alexandria Ocasio-Cortez can add instant political rock star to a résumé that up to now included waitress, bartender, childre…",Thu Jun 28 01:17:07 +0000 2018,0.0,0.0,1.0,0.0
494,NYtimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/zZ5UA7U9JV,Thu Jun 28 01:02:06 +0000 2018,0.0,0.0,1.0,0.0
495,NYtimes,"In Mexico City, hundreds of fans celebrated outside the South Korea embassy, lifting the consul general on their sh… https://t.co/h4h6gS21nk",Thu Jun 28 00:47:04 +0000 2018,0.5719,0.163,0.837,0.0
496,NYtimes,"RT @ShaneGoldmacher: NEW: The last poll Joe Crowley took showed up leading by  **36 points** in early June.

My story inside the Crowley co…",Thu Jun 28 00:41:04 +0000 2018,0.0,0.0,1.0,0.0
497,NYtimes,"On a big day in the World Cup, here’s a diversion: We removed the ball from photos of group-stage games. See if you… https://t.co/PjBxxz2DxG",Thu Jun 28 00:32:07 +0000 2018,0.0,0.0,1.0,0.0
498,NYtimes,"RT @emilybazelon: Well, here are my thoughts on the retirement of Justice Kennedy.

https://t.co/4vEYBgHMZK",Thu Jun 28 00:17:05 +0000 2018,0.6705,0.314,0.686,0.0
499,NYtimes,A Kansas City immigration lawyer said she broke her foot after being pushed to the ground by an ICE officer. She wa… https://t.co/utMRWvXuEX,Thu Jun 28 00:02:07 +0000 2018,-0.4215,0.0,0.882,0.118
